Grupo Financiero BBVA Bancomer,Servicios financieros,ESP,https://www.bancomer.com/index.jsp,NA,1,1,1,1,1,0,0.5,0,0.5,1,0,1,1,1,1,1,"Existe un conflicto de interés cuando una situación personal, familiar, de amistad o cualquier otro tipo de circunstancia externa pueda afectar tu objetividad profesional y a tu deber de actuar en el mejor interés de BBVA y de nuestros clientes.",0,.,0,0,1,"En cada país o en cada unidad de negocio transversal existirá un Comité de Gestión de la Integridad Corporativa, que tendrá encomendada la función de velar por la efectiva aplicación de este Código. Igualmente existe un Comité de Gestión de la Integridad Corporativa, de alcance global para todo BBVA, cuya misión fundamental es velar por una aplicación homogénea del Código en BBVA",0.5,0.5,1,canaldenuncia.mexico.mx@bbva.com o canaldenuncia@bbva.com,1,(55) 5621-4188 o al 01-800-001-0011 o al (34) 91 537 7222.,0.5,1,1,1,1,1,0.5
Nissan Mexicana,Armadora,JAP,https://www.nissan.com.mx/,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo BAL,Holding,MX,http://www.bal.com.mx,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Coca-Cola FEMSA,Bebidas y cervezas,MX,https://www.coca-colafemsa.com/,.,1,1,1,1,1,0,0.5,0,0,0,1,1,1,1,0.5,0,.,0,.,0,0,1,En el código de ética indican que anualmente se firma  una carta de compromiso de cumplimiento con el codigo de etica de negocios. ,1,0.5,1,sel-denuncias@sel-denuncias.com,1,18005001271,0.5,0,1,1,1,1,0.5
Ford de México,Armadora,EU,https://www.ford.mx,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Volkswagen de México,Armadora,ALE,http://www.vw.com.mx/es.html,ND,0,1,0,0.5,0,0,0,0,0,0,0,1,0.5,0,0,0,.,0,.,0,0,0,.,0.5,0.5,1,revision@vw.com.mx,1,01800223VWVW,0.5,0,1,1,1,1,1
Grupo Financiero Banamex,Servicios financieros,EU,https://www.banamex.com/es/conoce_banamex/quienes_somos/grupo_financiero_banamex.htm,ND,1,1,0,0.5,1,0,0.5,0.5,0.5,1,1,1,1,0,0,1,"Anteponer los intereses de Citi a largo plazo sobre las ganancias a corto plazo, además de generar los mejores resultados para nuestros accionistas.",1,Pago facilitador,0.5,0,0,.,0.5,0.5,1,ethicsconcern@citi.com,1,866-384-4299,0.5,1,0,0.5,1,0.5,0.5
Grupo México,Holding,MX,http://www.gmexico.com/site/index.html,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Organización Soriana,Comercio Autoservicio,MX,https://www.soriana.com/?gclid=CKDnxNC8ytICFZe6wAodisAB3Q,ND,0,1,0,0.5,1,0,0.5,0,0,0,0,1,0.5,0,0,0,.,0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,0,1,1,1,0.5
FEMSA Comercio (OXXO),Comercio Autoservicio,MX,"http://www.femsa.com/es/negocios-femsa/femsa-comercio, http://www.oxxo.com",ND,1,1,1,1,1,0,0.5,0,0,0,1,1,1,1,0.5,0,.,0,.,0,0,1,En el código de ética indican que anualmente se firma  una carta de compromiso de cumplimiento con el codigo de etica de negocios. ,1,0.5,1,sel-denuncias@sel-denuncias.com,1,18005001271,0.5,0,1,1,1,1,0.5
Infonavit,Servicios financieros,MX,http://portal.infonavit.org.mx,ND,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0.5,1,0.5,0,.,0,.,0,0,0,.,0.5,0.5,0,.,0,.,0.5,0,1,1,1,1,1
Organización Techint México,Holding,ITA/ARG,http://www.techint.com/es-ES/default.aspx,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,0.5,1,0.5,0
Kaluz,Holding,MX,http://www.kaluz.com/,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Financiero Banorte,Servicios financieros,MX,https://www.banorte.com,https://www.banorte.com/wps/portal/gfb/Home/banorte-te-informa/gobierno-corporativo/!ut/p/a1/pZTNcoIwFEafxiXmigjYHdIKWH9HRWDjRAyQGSA2YO306Ruc2i5aw8LsIOfc73IhoAgFKCrxO01xTVmJ8-Y60veO2jPdvg2vzqivg7VaA4z9uTuFgQBCAcCdZYHMH4xvvgSQ5dutvib1zRa_CbjvD70FSP0r8FC-KX1-70WV-56uP-YLQNa_r7X070vnvwFD7m-2D_oCaPl-dyiSRjQdSGv0boDtWK5mTAEWmqOCZc4n2nowVMHTvwHZIZEfk5YemtccijkYv8BiDmMBGGpvuXp2fVdF66bGAZdHwvEoZ29nwlCY4LwiaNLWvxiyymf2LEXRCdeZQsuEoQDHhMdYORJFlGW8JihI-fnElISWuIwp4Uyyk9GqZpziJj3N2eH6swmt8tA3RQwnCeGEd89c3M7q-lQ9daADl8ulmzKW5qQbs6JbfHTgPytjVY2CPzA6FdufFQD16LIo9rPK_ZyS3ReDz-kz/dl5/d5/L2dBISEvZ0FBIS9nQSEh/,0,1,0,0.5,1,0,0.5,0.5,0,0,0,1,1,1,0.5,1,"Los consejeros, funcionarios y empleados deberán en todo momento evitar tomar acciones que puedan contraponerse, o que den la imagen de que se contraponen, con los legítimos intereses de GFNorte. En especial, se deberá tener particular cuidado en evaluar la posibilidad de caer en un conflicto de intereses en las relaciones de negocios o personales que se puedan tener con clientes, proveedores, asociados o competidores (incluyendo sus consejeros, funcionarios y empleados) de GFNorte.",0,.,0,0,0,.,0.5,0.5,1,https://secure.ethicspoint.com/domain/es/default_reporter.asp,0,.,0.5,1,1,1,1,1,1
Grupo Coppel,Comercio departamental,MX,http://www.coppel.com/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Americas Mining Corporation,Minería,MX,http://www.gmexico.com/site/index.html,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Honda de México,Armadora,JAP,https://www.honda.mx/acerca/#honda2,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Samsung México,Electrónica de consumo,COR,http://www.samsung.com/mx/,ND,1,1,0,1,1,0,0,0,0,1,0,0,0.5,0,0,1,Cuando el interés personal de un empleado interfiere con los de Samsung.,0,.,0,0,0,.,0.5,0.5,1,"audit.sec@samsung.com, laaudit.sec@samsung.com",1,Fax: +82-31-200-9966,0.5,0,1,1,0.5,0,0.5
Sam´s Club,Comercio Autoservicio,EU,https://www.sams.com.mx/,www.walmartethics.com,1,1,1,1,1,0,0.5,0.5,0.5,1,1,1,0.5,0,0,1,"Puede surgir un conflicto de interés cuando nuestro juicio pudiera ser influenciado, o pudiera parecer que está siendo influenciado, por la posibilidad de un beneficio persona",1,Tráfico de Influencias,0,0,1,Sistema de Ética Global ,1,0.5,1,ethics@wal-mart.com,1,0-800-888-0124,0.5,1,1,1,1,1,1
Sigma Alimentos,Alimentos,MX,http://www.sigma-alimentos.com/index.php,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Salinas,Holding,MX,http://www.gruposalinas.com/es,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
El Puerto de Liverpool,Comercio departamental,MX,https://www.elpuertodeliverpool.mx,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0.5
Mexichem,Química y petroquímica,MX,http://www.mexichem.com/,NA,1,1,1,1,1,0.5,0.5,0,0,0,0,1,0.5,1,0.5,1,"All Mexichem’s employees and its customers and suppliers must avoid any and all situations that result in or could result in a conflict between personal interests and those of Mexichem.",0,.,0,0,1,"Mexichem, through the Internal Audit Department, will establish a monitoring program in order to verify compliance with this Code in a preventive manner",1,0.5,1,mexichem@ethic-line.com,1,01800-062-12-03,0.5,1,1,0.5,0,0,1
Grupo Financiero Santander México,Servicios financieros,ESP,http://www.santander.com.mx,ND,1,1,1,0.5,1,0,0.5,0,0.5,0,0,0,1,0,0,1,"Los Sujetos del Código actuarán siempre de manera que sus intereses particulares, los de sus familiares o de otras personas vinculadas a ellos no primen sobre los del Grupo o sus clientes. ",0,.,0,0,1,"El Comité de Auditoría supervisará el cumplimiento del Código General de Conducta y de los códigos y manuales específicos y, en general, la aplicación del Programa de Cumplimiento, hará las propuestas necesarias para su mejora, e informará periódicamente al Consejo de Administración sobre el estado de la función de cumplimiento y la aplicación del Programa.",0.5,0.5,1,lineadenuncia@santander.com.mx,1,(55) 5267-0714 ó a la extensión 50890,0.5,1,1,1,1,1,1
Grupo Televisa,Telecomunicaciones,MX,http://www.televisa.com/corporativo/,NA,1,1,1,1,1,0,0.5,0,0,1,0,1,1,0,0,1,"Un conflicto de intereses se origina cuando se contraponen los intereses personales de funcionarios o empleados o terceros, a los intereses institucionales del Grupo. Una situación de conflicto puede surgir si se realizan actos o se desempeñan trabajos personales que puedan impedir que un integrante del personal del Grupo lleve a cabo sus labores en forma objetiva y eficaz.",0,.,0,0,1,"Este Código será administrado por la Vicepresidencia de Recursos Humanos de Grupo Televisa, y será supervisado por el Comité de Auditoría y Prácticas Societarias del Consejo de Administración del Grupo, a través de la Vicepresidencia de Auditoría Interna.",1,0.5,0,.,0,.,0,0,1,1,1,1,0.5
Magna International México,Automotriz y autopartes,CAN,http://www.magna.com/es/home,http://www.magna.com/es/for-employees/pol%C3%ADticas-de-cumplimiento-de-magna,1,1,1,0.5,1,0,0.5,0,0,1,0,1,1,1,0.5,1,"El término ""conflicto de intereses"" tiene un significado amplio. En general, se refiere a una situación en la que una persona es capaz de tomar una decisión comercial o influir en ella para Magna, mientras que sus intereses personales, o los de sus terceros relacionados difieren de los de Magna.",1,"Soborno, Pago facilitador",0,0,0,.,0.5,0.5,0,.,1,001(800) 514 24 62,0.5,1,1,0.5,1,0.5,1
Grupo Carso,Holding,MX,http://www.carso.com.mx,ND,0,1,0,1,0,0,0.5,0,0,1,0,0,0.5,0,0,1,Se produce cuando los intereses personales o financieros de uno de los colaboradores tienen prioridad sobre los intereses de la organización.,0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,1,1,1,1,1
Arca Continental,Bebidas y cervezas,MX,http://www.arcacontal.com/,NA,1,1,1,1,1,0,0.5,0,0,0,1,1,1,1,0.5,1,"Los colaboradores y todas nuestras audiencias no deberán buscar beneficios para sí o para otros a través de sus posiciones o contactos dentro de la empresa. Asimismo, deberán evitar cualquier situación que pudiera impedir el íntegro cumplimiento de sus responsabilidades y obligaciones dentro de la organización",0,.,0,0,1,Comité de Integridad y Ética,0,0.5,1,buzondetransparencia@arcacontal.com,1,01800- 0002722,0.5,0,1,1,1,1,1
Alpek,Química y petroquímica,MX,http://www.alpek.com/es/index.html,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,0,0,1,0.5,0
Grupo Comercial Chedraui,Comercio Autoservicio,MX,http://www.grupochedraui.com.mx/index.php?r=site/rendercontent&content=pages/grupo,NA,1,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,1,"del conflicto de intereses que pudiera generarse cuando una persona es o puede ser influenciada por consideraciones personales, generalmente económicas, al tomar decisiones, y estas decisiones ponen en riesgo el patrimonio del Grupo.",0,.,0,0,1,Cualquier consulta o sugerencia acerca de este Código de Conducta podrá referirse a la Gerencia de Auditoría Interna o Recursos Humanos,1,0.5,0,.,0,.,0,1,1,1,1,1,1
Ternium México,Siderurgia y metalurgia,ITA/ARG,http://mx.ternium.com/?lang=es,http://mx.ternium.com/quienes-somos/codigo-de-conducta/,1,1,0,1,1,0,0.5,0,0,1,0,1,1,1,0.5,1,"""Existe un conflicto de intereses, real o potencial, cuando la relación de un empleado con un tercero pudiera afectar los intereses de Ternium.""",0,.,0,0,0,.,0.5,0.5,0,.,1,01-800-123-1707,0.5,1,1,1,1,1,1
Industrias Peñoles,Minería,MX,http://www.penoles.com.mx,ND,1,1,1,0.5,1,0,0.5,0,0.5,1,0,1,0.5,0,0,1,"Cuando nuestras actividades personales, financieras o políticas interfieran con nuestro trabajo, puede existir un conflicto de interés. ",0,.,0,0,1,En el código de ética mencionan que cuentan con área de ética y cumplimiento.,0.5,0.5,1,reporte@penolesjuegalimpio.com,1,01 800 002 84 77,0.5,1,1,1,1,1,0.5
Grupo Elektra,Holding,MX,http://www.grupoelektra.com.mx/,NA,1,1,0,0.5,1,0,0.5,0,0,0,0,1,0.5,0,0,1,"Se entenderá por conflicto de interés de forma enunciativa más no limitativa, los siguientes: (i) Cuando exista una causa o hecho o situación de carácter personal que interfiera, en cualquier forma, con la obtención del mayor beneficio de Grupo Elektra, (ii) Cuando se tiene un interés que dificulta realizar el trabajo objetivamente, o (iii) Cuando las Personas Obligadas reciben beneficios personales impropios como resultado de su posición en Grupo Elektra (iv) Cuando por cualquier causa el interés personal se sobreponga al interés de Grupo Elektra.",0,.,0,0,0,.,0.5,0.5,0,.,0,.,0,0,1,1,1,1,1
Nemak,Automotriz y autopartes,MX,http://www.nemak.com/,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0.5,0,.,1,01-800-265-2532,0.5,0,1,0.5,0,0,0
Grupo Modelo,Bebidas y cervezas,BEL,https://www.gmodelo.mx/,NA,1,1,1,1,1,0.5,0.5,0.5,0,1,0,1,1,1,0.5,1,"Un conflicto de intereses puede surgir en cualquier relación personal que pueda influenciar nuestra capacidad de actuar en pos del beneficio de la empresa en todos los casos. También puede surgir cuando nuestra evaluación de una circunstancia pueda verse afectada o interpretarse.",0,.,0,0,1,A través de una oficina de Compliance Global y varias oficinas regionales,1,0.5,1, http://talkopenly.ab-InBev.com.,1,001-800-658-5454,0.5,1,1,1,1,1,1
Toyota Motor Sales de México,Armadora,JAP,http://www.toyota.com.mx/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
LG Electronics,Electrónica de consumo,COR,http://www.lg.com/mx,http://www.lg.com/mx/acerca-de-lg/nuestra-marca#executives,1,1,1,1,1,0.5,0,0.5,0,0,0,1,0.5,0,0,1,Los empleados de LG evitarán las relaciones o comportamientos individuales que entren en conflicto con los intereses de la sociedad. ,1,"Soborno, Pago facilitador",0,0,1,Tienen toda una política de ética en los negocios pero no hablan de su implementación,0,0,0,.,0,.,0,0,1,1,1,1,1
Gruma,Alimentos,MX,https://www.gruma.com,ND,0,1,0,1,0,0,0.5,0,0,1,0,0,0.5,0,0.5,0,.,0,.,0,0,0,.,0.5,0,0,.,0,.,0,0,1,1,1,1,0.5
Flextronics Manufacturing Mexico,Electrónica,SING,https://flex.com,https://flex.com/about/global-citizenship/integrity,1,1,1,1,1,0.5,0.5,0.5,0,1,1,1,1,1,0.5,1,"Un conflicto de interés existe cuando tenemos una relación personal, un interés financiero o de otro tipo que podría entorpecer nuestro deber de actuar en vista de los mejores intereses de Flextronics o podría parecer que afecta de forma inapropiada las decisiones que tomamos en nombre de Flextronics",1,"Soborno, Pago facilitador",0.5,1,1,Cada dos años se realiza el entrenamiento anticorrupción y tienen una tasa de cumplimiento de 98%. Frecuentemente se actualiza el contenido del entrenamiento,1,0.5,1,https://secure.ethicspoint.com/domain/media/en/gui/17667/index.html,1,001-844-493-5218,0.5,1,1,0.5,1,0.5,1
BMW Group Mexico,Armadora,ALE,http://www.bmw.com.mx/,https://www.bmwgroup.com/en/company/compliance.html,1,1,1,1,1,0,0.5,0.5,0.5,0,0,1,1,0,0,1,Casos en los que las actividades profesionales están determinadas por intereses privados. ,1,Pago facilitador,0.5,0.5,1,Los gerentes tienen la obligación de verificar el cumplimiento del Codigo,0.5,0.5,1,compliance@bmwgroup.com,1,+498938260000,0.5,0,1,0.5,0,0,0.5
Cuauhtémoc Moctezuma - Heineken,Bebidas y cervezas,HOL,http://cuamoc.com,ND,0,1,0,1,1,0,0.5,0.5,0,1,1,1,1,0,0.5,0,.,0,.,0.5,0.5,0,.,0.5,0.5,0,.,1,001-800-840-7907,0.5,1,1,1,1,1,1
PepsiCo de México,Bebidas y cervezas,EU,http://www.pepsico.com.mx,ND,1,1,0,1,1,0,0.5,0.5,0.5,1,0,1,1,0,0,1,"Los conflictos de intereses pueden surgir cuando usted, un familiar o un amigo: • Participen en actividades que compiten o que aparentemente compiten con los intereses de nuestra compañía. • Dejen que sus decisiones de negocios sean influenciadas o que aparentemente estén influenciadas por intereses personales, familiares o de amistades. • Usen los bienes, información o los recursos de la compañía en beneficio personal o para beneficiar a otros. • Contraten, supervisen o tengan una línea directa o indirecta de reporte con un familiar o con alguien con quien mantienen una relación romántica. • Tengan un empleo externo que afecte negativamente su desempeño laboral o que interfiera con sus responsabilidades en PepsiCo. • Trabajar para, proporcionar servicios a, tener un interés financiero en, o recibir cualquier beneficio personal de un proveedor, cliente, competencia o una empresa que tiene o busca realizar negocios con PepsiCo si dicha relación o interés pudiese influir, o parecer que influye, en sus decisiones comerciales. En general, no se considerará un conflicto de intereses si usted o un familiar tienen un interés en una participación accionaria nominal (generalmente, menos del 1% de la participación accionaria) en un proveedor, cliente o competidor, a menos que el interés patrimonial constituya más que una pequeña parte de la cartera de inversión general y, entonces, se crea el potencial de apariencia de un conflicto de intereses..""",1,Soborno,0.5,0,1,"El Departamento Global de Cumplimiento y Ética de PepsiCo (“Cumplimiento y Ética Global”) es responsable de promover, supervisar y hacer cumplir el Código.",0.5,0.5,0,.,1,01-800-436-0138,0.5,1,1,1,1,1,1
Grupo Financiero Inbursa,Servicios financieros,MX,https://www.bancoinbursa.com,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
MetLife México,Seguros y fianzas,EU,http://www.metlife.com.mx/,NA,1,1,1,1,1,0,0.5,0,0.5,0,0,1,1,1,0.5,1,"Existe un ""conflicto de intereses"" cuando su interés privado interfiere en cualquier forma con los intereses de MetLife®.",0,.,0.5,1,1,A través de Comités de Ética  y Comités de Cumplimiento por países y después por un Comité Global de Cumplimiento,1,0.5,0,.,0,.,0.5,1,0,1,1,1,0
Jabil Circuit de México,Electrónica,EU,http://www.jabil.com,ND,1,1,0,1,1,0.5,0.5,0,0,1,0,1,1,0,0,1,"Un ""conflicto de intereses"" se produce cuando los intereses particulares de una persona interfieren de alguna forma con los intereses de Jabil.",0,.,0,0,1,"Existe un área de Compliance quien haría la función de monitoreo, se relaciona su correo en política anticorrupción pero no se encontró como tal mayor explicación de cómo se monitorea.",0.5,0.5,0,.,1,001-800-344-9786,0.5,1,1,0.5,0.5,0,0
GNP,Seguros y fianzas,EU,https://www.gnp.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Grupo Aeroméxico,Aerolíneas,MX,https://aeromexico.com,ND,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0,.,0,.,0,0,0,.,0.5,0.5,0,.,1,(0155) 5133 4000,0.5,0,1,1,1,1,1
Grupo Lala,Alimentos,MX,http://www.grupolala.com,http://www.grupolala.com/sustentabilidad/,1,1,1,0.5,1,0,0.5,0.5,0.5,0,0,1,0.5,1,0.5,0,.,0,.,0,0,1,"Para vigilar el cumplimiento del Código de Conducta cuentan con un Comité de Ética (Cumplimiento) que tiene como principal interés escuchar y saber si en el lugar de trabajo se presenta alguna situación que perjudique o dañe a Lala y cada una de sus marcas, de acuerdo con lo establecido en el código.",0.5,0.5,1,lala@lineadedenuncia.com,1,01 800 112 0616,0.5,1,1,1,1,1,1
Industrias Bachoco,Alimentos,MX,https://corporativo.bachoco.com.mx,ND,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
Mabe,Electrónica de consumo,MX,http://www.mabe.com.mx/,http://www.mabe.cc/,1,0,1,0.5,1,0,0,0,0.5,1,0,1,0.5,0,0,0,.,0,.,0.5,0.5,1,"En la política se indica que al menos una vez al año, MABE y cada una de las Compañías realizará y auditará el cumplimiento de esta Política e informará los resultados de dicha auditoría a sus respectivos Consejos de Administración. Cualquier desviación será corregida por los respectivos Consejos de Administración.",0.5,0.5,0,.,1,01 800 6725 433,0.5,1,1,0.5,0.5,0,0.5
Lear Corporation México,Automotriz y autopartes,EU,http://www.lear.com/,NA,1,1,0,1,1,0.5,0.5,0,0,1,0,1,1,1,1,1,"Una situación de conflicto puede surgir cuando un empleado toma medidas o tiene un interés que podría dificultar al individuo el desarrollo de sus actividades laborales para la Compañía de manera objetiva y efectiva.",1,Pago facilitador,0,0,1,"La Compañía controla y ejecuta el Código y otras políticas que afectan los derechos humanos en el lugar de trabajo mediante un programa de cumplimiento que incluye supervisión por parte de un Comité de cumplimiento que responde directamente al Comité de auditorías de la Junta Directiva de la Compañía. Además, la Compañía evalúa regularmente la efectividad de sus programas de cumplimiento.",0.5,0.5,1,Compliance@lear.com,0,.,0.5,1,1,0.5,0.5,0,0.5
Costco de México,Comercio Autoservicio,EU,http://www.costco.com.mx/,NA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,.,0,.,0,0,1,1,1,1,0
